#,Calculator,Iter,CheckName,Type,Inputs,Expected,Tolerance
4862,SAREstimator,61,SAR[61] peak,numeric,tissue=blood; B1_uT=25.8947; f_MHz=319.04; duty_cycle=0.956097,3940.01,±2.0%
4863,SAREstimator,62,SAR[62] peak,numeric,tissue=blood; B1_uT=20.7724; f_MHz=145.969; duty_cycle=0.299149,530.739,±2.0%
4864,SAREstimator,63,SAR[63] peak,numeric,tissue=fat; B1_uT=28.5; f_MHz=77.0756; duty_cycle=0.923053,11.3883,±2.0%
4865,SAREstimator,64,SAR[64] peak,numeric,tissue=fat; B1_uT=14.619; f_MHz=205.887; duty_cycle=0.946685,21.3809,±2.0%
4866,SAREstimator,65,SAR[65] peak,numeric,tissue=brain; B1_uT=1.59547; f_MHz=446.106; duty_cycle=0.777544,14.1822,±2.0%
4867,SAREstimator,66,SAR[66] peak,numeric,tissue=fat; B1_uT=23.623; f_MHz=174.009; duty_cycle=0.452674,39.8796,±2.0%
4868,SAREstimator,67,SAR[67] peak,numeric,tissue=muscle; B1_uT=28.6645; f_MHz=469.703; duty_cycle=0.15859,6560.01,±2.0%
4869,SAREstimator,68,SAR[68] peak,numeric,tissue=blood; B1_uT=10.9359; f_MHz=356.128; duty_cycle=0.681773,875.598,±2.0%
4870,SAREstimator,69,SAR[69] peak,numeric,tissue=brain; B1_uT=26.2865; f_MHz=544.684; duty_cycle=0.766297,5739.09,±2.0%
4871,SAREstimator,70,SAR[70] peak,numeric,tissue=blood; B1_uT=11.1769; f_MHz=458.338; duty_cycle=0.280138,1514.96,±2.0%
4872,SAREstimator,71,SAR[71] peak,numeric,tissue=brain; B1_uT=29.2093; f_MHz=165.105; duty_cycle=0.316748,651.106,±2.0%
4873,SAREstimator,72,SAR[72] peak,numeric,tissue=fat; B1_uT=10.4122; f_MHz=228.773; duty_cycle=0.583435,13.3914,±2.0%
4874,SAREstimator,73,SAR[73] peak,numeric,tissue=brain; B1_uT=27.7337; f_MHz=121.737; duty_cycle=0.95313,319.117,±2.0%
4875,SAREstimator,74,SAR[74] peak,numeric,tissue=brain; B1_uT=16.4453; f_MHz=266.838; duty_cycle=0.781092,539.1,±2.0%
4876,SAREstimator,75,SAR[75] peak,numeric,tissue=blood; B1_uT=24.4107; f_MHz=581.055; duty_cycle=0.613118,11614,±2.0%
4877,SAREstimator,76,SAR[76] peak,numeric,tissue=muscle; B1_uT=29.4211; f_MHz=319.949; duty_cycle=0.336816,3206.63,±2.0%
4878,SAREstimator,77,SAR[77] peak,numeric,tissue=muscle; B1_uT=20.0516; f_MHz=403.72; duty_cycle=0.65251,2371.53,±2.0%
4879,SAREstimator,78,SAR[78] peak,numeric,tissue=muscle; B1_uT=28.7413; f_MHz=427.76; duty_cycle=0.56534,5469.96,±2.0%
4880,SAREstimator,79,SAR[79] peak,numeric,tissue=muscle; B1_uT=16.0498; f_MHz=382.566; duty_cycle=0.925106,1364.34,±2.0%
4881,SAREstimator,80,SAR[80] peak,numeric,tissue=brain; B1_uT=5.29362; f_MHz=89.9027; duty_cycle=0.86544,6.34073,±2.0%
4882,SAREstimator,81,SAR[81] peak,numeric,tissue=muscle; B1_uT=4.01596; f_MHz=216.08; duty_cycle=0.318845,27.2507,±2.0%
4883,SAREstimator,82,SAR[82] peak,numeric,tissue=fat; B1_uT=9.99222; f_MHz=281.22; duty_cycle=0.409188,18.6359,±2.0%
4884,SAREstimator,83,SAR[83] peak,numeric,tissue=muscle; B1_uT=29.725; f_MHz=473.392; duty_cycle=0.948185,7165.7,±2.0%
4885,SAREstimator,84,SAR[84] peak,numeric,tissue=muscle; B1_uT=15.6315; f_MHz=274.497; duty_cycle=0.787461,666.269,±2.0%
4886,SAREstimator,85,SAR[85] peak,numeric,tissue=blood; B1_uT=12.3761; f_MHz=438.756; duty_cycle=0.702736,1702.17,±2.0%
4887,SAREstimator,86,SAR[86] peak,numeric,tissue=fat; B1_uT=27.0521; f_MHz=526.702; duty_cycle=0.611699,479.145,±2.0%
4888,SAREstimator,87,SAR[87] peak,numeric,tissue=fat; B1_uT=15.1648; f_MHz=411.534; duty_cycle=0.252144,91.9213,±2.0%
4889,SAREstimator,88,SAR[88] peak,numeric,tissue=blood; B1_uT=4.61939; f_MHz=372.713; duty_cycle=0.971912,171.121,±2.0%
4890,SAREstimator,89,SAR[89] peak,numeric,tissue=muscle; B1_uT=10.1676; f_MHz=421.68; duty_cycle=0.207223,665.232,±2.0%
4891,SAREstimator,90,SAR[90] peak,numeric,tissue=brain; B1_uT=7.01436; f_MHz=174.559; duty_cycle=0.150938,41.9708,±2.0%
4892,SAREstimator,91,SAR[91] peak,numeric,tissue=brain; B1_uT=7.5397; f_MHz=184.729; duty_cycle=0.137338,54.3086,±2.0%
4893,SAREstimator,92,SAR[92] peak,numeric,tissue=muscle; B1_uT=2.33738; f_MHz=422.148; duty_cycle=0.994953,35.2339,±2.0%
4894,SAREstimator,93,SAR[93] peak,numeric,tissue=muscle; B1_uT=27.0244; f_MHz=296.276; duty_cycle=0.344038,2319.94,±2.0%
4895,SAREstimator,94,SAR[94] peak,numeric,tissue=fat; B1_uT=14.524; f_MHz=465.508; duty_cycle=0.340225,107.885,±2.0%
4896,SAREstimator,95,SAR[95] peak,numeric,tissue=fat; B1_uT=27.7755; f_MHz=377.962; duty_cycle=0.990939,260.108,±2.0%
4897,SAREstimator,96,SAR[96] peak,numeric,tissue=blood; B1_uT=25.0737; f_MHz=94.5159; duty_cycle=0.996125,324.214,±2.0%
4898,SAREstimator,97,SAR[97] peak,numeric,tissue=blood; B1_uT=28.4919; f_MHz=70.9591; duty_cycle=0.389856,235.963,±2.0%
4899,SAREstimator,98,SAR[98] peak,numeric,tissue=brain; B1_uT=7.09048; f_MHz=214.135; duty_cycle=0.384382,64.5383,±2.0%
4900,SAREstimator,99,SAR[99] peak,numeric,tissue=fat; B1_uT=11.8651; f_MHz=196.955; duty_cycle=0.543186,12.8888,±2.0%
4901,Waveguide,0,WG[0] GHz,presence,a_mm=74.5703; b_mm=24.7091; f_GHz=5.11582; er=4.26487,"""GHz""",—
4902,Waveguide,1,WG[1] GHz,presence,a_mm=78.2339; b_mm=35.8384; f_GHz=3.94845; er=1.18907,"""GHz""",—
4903,Waveguide,2,WG[2] GHz,presence,a_mm=26.3515; b_mm=13.4483; f_GHz=10.305; er=1.15995,"""GHz""",—
4904,Waveguide,3,WG[3] GHz,presence,a_mm=79.2675; b_mm=23.9042; f_GHz=3.76978; er=1.54948,"""GHz""",—
4905,Waveguide,4,WG[4] GHz,presence,a_mm=72.5787; b_mm=25.9462; f_GHz=5.1635; er=1.20184,"""GHz""",—
4906,Waveguide,5,WG[5] GHz,presence,a_mm=25.385; b_mm=7.80594; f_GHz=11.0287; er=4.45512,"""GHz""",—
4907,Waveguide,6,WG[6] GHz,presence,a_mm=58.8663; b_mm=20.5156; f_GHz=6.20921; er=1.22943,"""GHz""",—
4908,Waveguide,7,WG[7] GHz,presence,a_mm=68.5474; b_mm=28.122; f_GHz=4.73289; er=3.74401,"""GHz""",—
4909,Waveguide,8,WG[8] GHz,presence,a_mm=37.3575; b_mm=17.3122; f_GHz=5.94864; er=1.42559,"""GHz""",—
4910,Waveguide,9,WG[9] GHz,presence,a_mm=20.3457; b_mm=9.65366; f_GHz=20.8653; er=4.57082,"""GHz""",—
4911,Waveguide,10,WG[10] GHz,presence,a_mm=50.6606; b_mm=16.3994; f_GHz=5.24542; er=4.32498,"""GHz""",—
4912,Waveguide,11,WG[11] GHz,presence,a_mm=10.1548; b_mm=3.20053; f_GHz=21.6092; er=1.53969,"""GHz""",—
4913,Waveguide,12,WG[12] GHz,presence,a_mm=51.7217; b_mm=24.3205; f_GHz=8.34798; er=2.07191,"""GHz""",—
4914,Waveguide,13,WG[13] GHz,presence,a_mm=79.2259; b_mm=28.3864; f_GHz=2.97937; er=1.08702,"""GHz""",—
4915,Waveguide,14,WG[14] GHz,presence,a_mm=34.6352; b_mm=18.4105; f_GHz=5.84623; er=3.9281,"""GHz""",—
4916,Waveguide,15,WG[15] GHz,presence,a_mm=60.7149; b_mm=26.8402; f_GHz=6.07186; er=4.11431,"""GHz""",—
4917,Waveguide,16,WG[16] GHz,presence,a_mm=76.3919; b_mm=40.7319; f_GHz=4.41213; er=4.03053,"""GHz""",—
4918,Waveguide,17,WG[17] GHz,presence,a_mm=45.65; b_mm=23.2289; f_GHz=9.70264; er=4.87097,"""GHz""",—
4919,Waveguide,18,WG[18] GHz,presence,a_mm=64.5646; b_mm=22.4167; f_GHz=6.44811; er=1.39921,"""GHz""",—
4920,Waveguide,19,WG[19] GHz,presence,a_mm=9.83585; b_mm=4.30465; f_GHz=30.3794; er=2.08709,"""GHz""",—
4921,Waveguide,20,WG[20] GHz,presence,a_mm=10.9312; b_mm=5.82101; f_GHz=16.608; er=4.19504,"""GHz""",—
4922,Waveguide,21,WG[21] GHz,presence,a_mm=26.6949; b_mm=13.8091; f_GHz=9.27229; er=2.35631,"""GHz""",—
4923,Waveguide,22,WG[22] GHz,presence,a_mm=51.035; b_mm=16.1253; f_GHz=7.68415; er=2.22761,"""GHz""",—
4924,Waveguide,23,WG[23] GHz,presence,a_mm=16.0471; b_mm=4.97752; f_GHz=12.0049; er=3.76862,"""GHz""",—
4925,Waveguide,24,WG[24] GHz,presence,a_mm=54.6831; b_mm=25.3627; f_GHz=6.44859; er=3.71298,"""GHz""",—
4926,Waveguide,25,WG[25] GHz,presence,a_mm=78.8266; b_mm=32.0572; f_GHz=3.3646; er=3.79312,"""GHz""",—
4927,Waveguide,26,WG[26] GHz,presence,a_mm=47.3816; b_mm=25.7741; f_GHz=7.87964; er=4.28154,"""GHz""",—
4928,Waveguide,27,WG[27] GHz,presence,a_mm=67.7362; b_mm=21.6853; f_GHz=6.02283; er=3.41092,"""GHz""",—
4929,Waveguide,28,WG[28] GHz,presence,a_mm=17.7089; b_mm=5.82328; f_GHz=18.6703; er=4.23577,"""GHz""",—
4930,Waveguide,29,WG[29] GHz,presence,a_mm=43.8387; b_mm=22.9084; f_GHz=7.60747; er=3.49787,"""GHz""",—
4931,Waveguide,30,WG[30] GHz,presence,a_mm=10.6262; b_mm=3.5995; f_GHz=29.2409; er=2.05812,"""GHz""",—
4932,Waveguide,31,WG[31] GHz,presence,a_mm=44.0868; b_mm=16.3485; f_GHz=9.67851; er=1.45741,"""GHz""",—
4933,Waveguide,32,WG[32] GHz,presence,a_mm=56.7252; b_mm=29.8402; f_GHz=3.57681; er=4.16875,"""GHz""",—
4934,Waveguide,33,WG[33] GHz,presence,a_mm=59.7893; b_mm=25.3282; f_GHz=2.86017; er=4.10341,"""GHz""",—
4935,Waveguide,34,WG[34] GHz,presence,a_mm=12.4143; b_mm=4.34311; f_GHz=19.0619; er=2.9334,"""GHz""",—
4936,Waveguide,35,WG[35] GHz,presence,a_mm=76.0159; b_mm=30.3279; f_GHz=4.85365; er=4.79292,"""GHz""",—
4937,Waveguide,36,WG[36] GHz,presence,a_mm=61.0412; b_mm=29.9886; f_GHz=2.99545; er=2.92116,"""GHz""",—
4938,Waveguide,37,WG[37] GHz,presence,a_mm=21.9386; b_mm=11.459; f_GHz=14.659; er=4.80904,"""GHz""",—
4939,Waveguide,38,WG[38] GHz,presence,a_mm=74.9534; b_mm=34.4432; f_GHz=4.72432; er=3.41232,"""GHz""",—
4940,Waveguide,39,WG[39] GHz,presence,a_mm=7.11126; b_mm=3.66504; f_GHz=31.9367; er=2.99368,"""GHz""",—
4941,Waveguide,40,WG[40] GHz,presence,a_mm=13.4965; b_mm=4.56647; f_GHz=30.6782; er=1.15615,"""GHz""",—
4942,Waveguide,41,WG[41] GHz,presence,a_mm=18.6864; b_mm=8.88508; f_GHz=13.2937; er=1.63044,"""GHz""",—
4943,Waveguide,42,WG[42] GHz,presence,a_mm=6.94967; b_mm=2.94186; f_GHz=38.9613; er=1.37873,"""GHz""",—
4944,Waveguide,43,WG[43] GHz,presence,a_mm=54.5693; b_mm=21.5869; f_GHz=4.39522; er=4.57733,"""GHz""",—
4945,Waveguide,44,WG[44] GHz,presence,a_mm=51.3985; b_mm=25.6805; f_GHz=3.97429; er=1.04076,"""GHz""",—
4946,Waveguide,45,WG[45] GHz,presence,a_mm=17.5099; b_mm=5.68993; f_GHz=23.8687; er=3.64969,"""GHz""",—
4947,Waveguide,46,WG[46] GHz,presence,a_mm=64.5459; b_mm=32.9594; f_GHz=3.53281; er=4.34538,"""GHz""",—
4948,Waveguide,47,WG[47] GHz,presence,a_mm=45.1321; b_mm=18.9739; f_GHz=9.11133; er=1.25292,"""GHz""",—
4949,Waveguide,48,WG[48] GHz,presence,a_mm=77.4599; b_mm=28.4118; f_GHz=5.09366; er=2.49596,"""GHz""",—
4950,Waveguide,49,WG[49] GHz,presence,a_mm=75.9006; b_mm=29.4658; f_GHz=5.19191; er=1.26531,"""GHz""",—
4951,Waveguide,50,WG[50] GHz,presence,a_mm=37.259; b_mm=14.7355; f_GHz=8.9932; er=1.70394,"""GHz""",—
4952,Waveguide,51,WG[51] GHz,presence,a_mm=76.0253; b_mm=24.0715; f_GHz=4.1396; er=4.17089,"""GHz""",—
4953,Waveguide,52,WG[52] GHz,presence,a_mm=45.7359; b_mm=19.7264; f_GHz=6.84929; er=3.44662,"""GHz""",—
4954,Waveguide,53,WG[53] GHz,presence,a_mm=27.3025; b_mm=10.8937; f_GHz=12.8988; er=2.4422,"""GHz""",—
4955,Waveguide,54,WG[54] GHz,presence,a_mm=58.9173; b_mm=32.2291; f_GHz=6.33038; er=4.97498,"""GHz""",—
4956,Waveguide,55,WG[55] GHz,presence,a_mm=50.8952; b_mm=27.8698; f_GHz=6.33345; er=4.17311,"""GHz""",—
4957,Waveguide,56,WG[56] GHz,presence,a_mm=22.5624; b_mm=9.59239; f_GHz=19.0646; er=4.0715,"""GHz""",—
4958,Waveguide,57,WG[57] GHz,presence,a_mm=67.0491; b_mm=26.6811; f_GHz=4.67027; er=4.96166,"""GHz""",—
4959,Waveguide,58,WG[58] GHz,presence,a_mm=68.5981; b_mm=25.3935; f_GHz=2.45894; er=4.05797,"""GHz""",—
4960,Waveguide,59,WG[59] GHz,presence,a_mm=40.7469; b_mm=18.4933; f_GHz=6.59337; er=4.04284,"""GHz""",—
4961,Waveguide,60,WG[60] GHz,presence,a_mm=22.4927; b_mm=10.3778; f_GHz=7.35425; er=3.05328,"""GHz""",—
4962,Waveguide,61,WG[61] GHz,presence,a_mm=63.3008; b_mm=23.6206; f_GHz=3.6723; er=4.67141,"""GHz""",—
4963,Waveguide,62,WG[62] GHz,presence,a_mm=21.5654; b_mm=7.46834; f_GHz=11.7859; er=3.48129,"""GHz""",—
4964,Waveguide,63,WG[63] GHz,presence,a_mm=44.8811; b_mm=17.674; f_GHz=8.79772; er=2.75474,"""GHz""",—
4965,Waveguide,64,WG[64] GHz,presence,a_mm=69.2355; b_mm=29.4126; f_GHz=3.7381; er=1.82856,"""GHz""",—
4966,Waveguide,65,WG[65] GHz,presence,a_mm=67.9831; b_mm=27.2551; f_GHz=5.50556; er=3.73558,"""GHz""",—
4967,Waveguide,66,WG[66] GHz,presence,a_mm=25.2071; b_mm=10.6833; f_GHz=9.73715; er=2.65223,"""GHz""",—
4968,Waveguide,67,WG[67] GHz,presence,a_mm=51.8318; b_mm=19.915; f_GHz=5.74535; er=3.7249,"""GHz""",—
4969,Waveguide,68,WG[68] GHz,presence,a_mm=31.5925; b_mm=11.4555; f_GHz=9.29419; er=4.83781,"""GHz""",—
4970,Waveguide,69,WG[69] GHz,presence,a_mm=77.7233; b_mm=41.6789; f_GHz=3.35139; er=2.8847,"""GHz""",—
4971,Waveguide,70,WG[70] GHz,presence,a_mm=24.9726; b_mm=10.2081; f_GHz=14.2809; er=4.10699,"""GHz""",—
4972,Waveguide,71,WG[71] GHz,presence,a_mm=25.3043; b_mm=12.4252; f_GHz=17.5507; er=3.0608,"""GHz""",—
4973,Waveguide,72,WG[72] GHz,presence,a_mm=59.3953; b_mm=22.2652; f_GHz=3.54939; er=3.77544,"""GHz""",—
4974,Waveguide,73,WG[73] GHz,presence,a_mm=19.7886; b_mm=8.97553; f_GHz=9.33354; er=1.6657,"""GHz""",—
4975,Waveguide,74,WG[74] GHz,presence,a_mm=15.3105; b_mm=5.44321; f_GHz=22.7962; er=1.76066,"""GHz""",—
4976,Waveguide,75,WG[75] GHz,presence,a_mm=40.1119; b_mm=18.845; f_GHz=6.58753; er=1.81133,"""GHz""",—
4977,Waveguide,76,WG[76] GHz,presence,a_mm=44.4435; b_mm=22.4593; f_GHz=8.95594; er=1.83975,"""GHz""",—
4978,Waveguide,77,WG[77] GHz,presence,a_mm=38.0231; b_mm=12.8253; f_GHz=11.741; er=2.69192,"""GHz""",—
4979,Waveguide,78,WG[78] GHz,presence,a_mm=25.6056; b_mm=11.7105; f_GHz=7.42559; er=1.15725,"""GHz""",—
4980,Waveguide,79,WG[79] GHz,presence,a_mm=43.114; b_mm=17.5245; f_GHz=5.48542; er=2.21678,"""GHz""",—
4981,Waveguide,80,WG[80] GHz,presence,a_mm=56.4419; b_mm=21.5612; f_GHz=6.2665; er=1.98294,"""GHz""",—
4982,Waveguide,81,WG[81] GHz,presence,a_mm=28.7857; b_mm=15.0405; f_GHz=10.4245; er=3.89312,"""GHz""",—
4983,Waveguide,82,WG[82] GHz,presence,a_mm=31.117; b_mm=13.5994; f_GHz=13.7483; er=3.71967,"""GHz""",—
4984,Waveguide,83,WG[83] GHz,presence,a_mm=64.1534; b_mm=22.9584; f_GHz=4.14852; er=3.95886,"""GHz""",—
4985,Waveguide,84,WG[84] GHz,presence,a_mm=28.9381; b_mm=10.3502; f_GHz=6.94745; er=3.16115,"""GHz""",—
4986,Waveguide,85,WG[85] GHz,presence,a_mm=76.8875; b_mm=29.6383; f_GHz=4.21412; er=2.76545,"""GHz""",—
4987,Waveguide,86,WG[86] GHz,presence,a_mm=13.9153; b_mm=6.08934; f_GHz=20.4249; er=2.99975,"""GHz""",—
4988,Waveguide,87,WG[87] GHz,presence,a_mm=51.9937; b_mm=25.6034; f_GHz=6.62432; er=4.41067,"""GHz""",—
4989,Waveguide,88,WG[88] GHz,presence,a_mm=45.26; b_mm=18.1321; f_GHz=4.57867; er=4.58438,"""GHz""",—
4990,Waveguide,89,WG[89] GHz,presence,a_mm=66.5291; b_mm=32.2291; f_GHz=3.45172; er=4.62146,"""GHz""",—
4991,Waveguide,90,WG[90] GHz,presence,a_mm=23.82; b_mm=9.83266; f_GHz=13.0135; er=4.92821,"""GHz""",—
4992,Waveguide,91,WG[91] GHz,presence,a_mm=10.2569; b_mm=4.9315; f_GHz=34.3826; er=2.88673,"""GHz""",—
4993,Waveguide,92,WG[92] GHz,presence,a_mm=24.4531; b_mm=11.8664; f_GHz=12.3641; er=1.96656,"""GHz""",—
4994,Waveguide,93,WG[93] GHz,presence,a_mm=42.2383; b_mm=19.0109; f_GHz=8.88902; er=2.84014,"""GHz""",—
4995,Waveguide,94,WG[94] GHz,presence,a_mm=14.3372; b_mm=7.42376; f_GHz=13.4744; er=4.06467,"""GHz""",—
4996,Waveguide,95,WG[95] GHz,presence,a_mm=58.3611; b_mm=22.5511; f_GHz=7.47582; er=4.89295,"""GHz""",—
4997,Waveguide,96,WG[96] GHz,presence,a_mm=7.21854; b_mm=3.48469; f_GHz=23.341; er=3.77553,"""GHz""",—
4998,Waveguide,97,WG[97] GHz,presence,a_mm=44.8075; b_mm=16.86; f_GHz=9.62156; er=3.11684,"""GHz""",—
4999,Waveguide,98,WG[98] GHz,presence,a_mm=53.5971; b_mm=26.7901; f_GHz=5.10246; er=3.84768,"""GHz""",—
5000,Waveguide,99,WG[99] GHz,presence,a_mm=42.4576; b_mm=12.9988; f_GHz=5.62837; er=2.37667,"""GHz""",—
5001,CircularWaveguide,0,CWG[0] GHz,presence,a_mm=41.7592; f_GHz=0.467996; er=1.19853,"""GHz""",—
5002,CircularWaveguide,1,CWG[1] GHz,presence,a_mm=32.1756; f_GHz=0.839627; er=2.92728,"""GHz""",—
5003,CircularWaveguide,2,CWG[2] GHz,presence,a_mm=28.8089; f_GHz=1.45792; er=1.21165,"""GHz""",—
5004,CircularWaveguide,3,CWG[3] GHz,presence,a_mm=10.2994; f_GHz=2.34564; er=3.88351,"""GHz""",—
5005,CircularWaveguide,4,CWG[4] GHz,presence,a_mm=28.9243; f_GHz=1.64355; er=3.64793,"""GHz""",—
5006,CircularWaveguide,5,CWG[5] GHz,presence,a_mm=14.4752; f_GHz=3.34146; er=3.73668,"""GHz""",—
5007,CircularWaveguide,6,CWG[6] GHz,presence,a_mm=37.1021; f_GHz=1.15485; er=2.42578,"""GHz""",—
5008,CircularWaveguide,7,CWG[7] GHz,presence,a_mm=20.8732; f_GHz=1.77317; er=3.03089,"""GHz""",—
5009,CircularWaveguide,8,CWG[8] GHz,presence,a_mm=40.3557; f_GHz=0.770392; er=1.27368,"""GHz""",—
5010,CircularWaveguide,9,CWG[9] GHz,presence,a_mm=3.02377; f_GHz=17.0794; er=1.44004,"""GHz""",—
5011,CircularWaveguide,10,CWG[10] GHz,presence,a_mm=49.3821; f_GHz=0.437806; er=2.33895,"""GHz""",—
5012,CircularWaveguide,11,CWG[11] GHz,presence,a_mm=6.27569; f_GHz=3.82536; er=1.00009,"""GHz""",—
5013,CircularWaveguide,12,CWG[12] GHz,presence,a_mm=28.2282; f_GHz=1.66344; er=2.01475,"""GHz""",—
5014,CircularWaveguide,13,CWG[13] GHz,presence,a_mm=29.3782; f_GHz=0.873332; er=3.57098,"""GHz""",—
5015,CircularWaveguide,14,CWG[14] GHz,presence,a_mm=9.8961; f_GHz=4.39746; er=2.91611,"""GHz""",—
5016,CircularWaveguide,15,CWG[15] GHz,presence,a_mm=7.52785; f_GHz=6.62753; er=1.02786,"""GHz""",—
5017,CircularWaveguide,16,CWG[16] GHz,presence,a_mm=36.4986; f_GHz=1.38626; er=3.5129,"""GHz""",—
5018,CircularWaveguide,17,CWG[17] GHz,presence,a_mm=3.26699; f_GHz=14.9588; er=2.17635,"""GHz""",—
5019,CircularWaveguide,18,CWG[18] GHz,presence,a_mm=15.9179; f_GHz=2.67653; er=2.20023,"""GHz""",—
5020,CircularWaveguide,19,CWG[19] GHz,presence,a_mm=38.6125; f_GHz=1.16878; er=2.48324,"""GHz""",—
5021,CircularWaveguide,20,CWG[20] GHz,presence,a_mm=6.10975; f_GHz=4.48218; er=2.49182,"""GHz""",—
5022,CircularWaveguide,21,CWG[21] GHz,presence,a_mm=8.66632; f_GHz=4.19268; er=2.09995,"""GHz""",—
5023,CircularWaveguide,22,CWG[22] GHz,presence,a_mm=4.9237; f_GHz=8.79588; er=3.99768,"""GHz""",—
5024,CircularWaveguide,23,CWG[23] GHz,presence,a_mm=10.1538; f_GHz=4.47823; er=3.51798,"""GHz""",—
5025,CircularWaveguide,24,CWG[24] GHz,presence,a_mm=10.7683; f_GHz=2.79218; er=1.83073,"""GHz""",—
5026,CircularWaveguide,25,CWG[25] GHz,presence,a_mm=12.7899; f_GHz=1.95042; er=1.22242,"""GHz""",—
5027,CircularWaveguide,26,CWG[26] GHz,presence,a_mm=20.3186; f_GHz=1.57356; er=1.51572,"""GHz""",—
5028,CircularWaveguide,27,CWG[27] GHz,presence,a_mm=11.5173; f_GHz=4.51006; er=3.08714,"""GHz""",—
5029,CircularWaveguide,28,CWG[28] GHz,presence,a_mm=11.9355; f_GHz=2.76812; er=3.28537,"""GHz""",—
5030,CircularWaveguide,29,CWG[29] GHz,presence,a_mm=12.4445; f_GHz=3.23329; er=2.67261,"""GHz""",—
5031,CircularWaveguide,30,CWG[30] GHz,presence,a_mm=9.22783; f_GHz=3.38421; er=1.28033,"""GHz""",—
5032,CircularWaveguide,31,CWG[31] GHz,presence,a_mm=31.1597; f_GHz=0.916348; er=3.23038,"""GHz""",—
5033,CircularWaveguide,32,CWG[32] GHz,presence,a_mm=19.4234; f_GHz=2.23793; er=1.5596,"""GHz""",—
5034,CircularWaveguide,33,CWG[33] GHz,presence,a_mm=8.95546; f_GHz=3.65884; er=1.77648,"""GHz""",—
5035,CircularWaveguide,34,CWG[34] GHz,presence,a_mm=44.6198; f_GHz=0.814395; er=1.41235,"""GHz""",—
5036,CircularWaveguide,35,CWG[35] GHz,presence,a_mm=39.8051; f_GHz=0.723751; er=1.25464,"""GHz""",—
5037,CircularWaveguide,36,CWG[36] GHz,presence,a_mm=4.73534; f_GHz=10.3624; er=2.18069,"""GHz""",—
5038,CircularWaveguide,37,CWG[37] GHz,presence,a_mm=13.6137; f_GHz=3.40964; er=2.25876,"""GHz""",—
5039,CircularWaveguide,38,CWG[38] GHz,presence,a_mm=42.7749; f_GHz=1.14349; er=1.09019,"""GHz""",—
5040,CircularWaveguide,39,CWG[39] GHz,presence,a_mm=9.77752; f_GHz=5.08166; er=1.20882,"""GHz""",—
5041,CircularWaveguide,40,CWG[40] GHz,presence,a_mm=7.04287; f_GHz=3.60922; er=2.38149,"""GHz""",—
5042,CircularWaveguide,41,CWG[41] GHz,presence,a_mm=15.3493; f_GHz=1.36551; er=2.96323,"""GHz""",—
5043,CircularWaveguide,42,CWG[42] GHz,presence,a_mm=32.8677; f_GHz=1.54878; er=1.77722,"""GHz""",—
5044,CircularWaveguide,43,CWG[43] GHz,presence,a_mm=19.5652; f_GHz=1.11015; er=2.79106,"""GHz""",—
5045,CircularWaveguide,44,CWG[44] GHz,presence,a_mm=37.4386; f_GHz=0.897524; er=3.94251,"""GHz""",—
5046,CircularWaveguide,45,CWG[45] GHz,presence,a_mm=42.0833; f_GHz=1.01287; er=2.1072,"""GHz""",—
5047,CircularWaveguide,46,CWG[46] GHz,presence,a_mm=26.1757; f_GHz=1.42696; er=3.54186,"""GHz""",—
5048,CircularWaveguide,47,CWG[47] GHz,presence,a_mm=40.448; f_GHz=1.27676; er=1.57928,"""GHz""",—
5049,CircularWaveguide,48,CWG[48] GHz,presence,a_mm=9.85627; f_GHz=4.71438; er=1.69709,"""GHz""",—
5050,CircularWaveguide,49,CWG[49] GHz,presence,a_mm=35.9613; f_GHz=0.763806; er=3.83574,"""GHz""",—
5051,CircularWaveguide,50,CWG[50] GHz,presence,a_mm=48.1833; f_GHz=0.711332; er=3.54864,"""GHz""",—
5052,CircularWaveguide,51,CWG[51] GHz,presence,a_mm=47.7638; f_GHz=0.839808; er=2.22556,"""GHz""",—
5053,CircularWaveguide,52,CWG[52] GHz,presence,a_mm=32.7982; f_GHz=1.58782; er=3.15285,"""GHz""",—
5054,CircularWaveguide,53,CWG[53] GHz,presence,a_mm=26.4222; f_GHz=1.34065; er=3.59141,"""GHz""",—
5055,CircularWaveguide,54,CWG[54] GHz,presence,a_mm=15.5933; f_GHz=2.33993; er=1.54824,"""GHz""",—
5056,CircularWaveguide,55,CWG[55] GHz,presence,a_mm=30.1425; f_GHz=1.44946; er=2.00503,"""GHz""",—
5057,CircularWaveguide,56,CWG[56] GHz,presence,a_mm=44.7613; f_GHz=0.50354; er=3.43239,"""GHz""",—
5058,CircularWaveguide,57,CWG[57] GHz,presence,a_mm=15.8047; f_GHz=3.1328; er=1.56496,"""GHz""",—
5059,CircularWaveguide,58,CWG[58] GHz,presence,a_mm=45.0144; f_GHz=0.93898; er=2.94467,"""GHz""",—
5060,CircularWaveguide,59,CWG[59] GHz,presence,a_mm=45.786; f_GHz=1.14923; er=1.85991,"""GHz""",—
5061,CircularWaveguide,60,CWG[60] GHz,presence,a_mm=44.0017; f_GHz=1.05034; er=2.48649,"""GHz""",—
5062,CircularWaveguide,61,CWG[61] GHz,presence,a_mm=37.9459; f_GHz=0.894607; er=1.24279,"""GHz""",—
